ライセンスリスク,チーム,リポジトリ/プロジェクトグループ,マニフェスト/プロジェクト,パッケージタイプ,ソフトウェア,ライセンス,"OSI 認定なしのライセンスを含む",プロジェクトサイト,ソースコードリポジトリ,パッケージリポジトリ
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,form-data@4.0.1,MIT,false,,,"https://www.npmjs.com/package/form-data"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,function-bind@1.1.2,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,get-caller-file@2.0.5,ISC,false,,,"https://www.npmjs.com/package/get-caller-file"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,get-intrinsic@1.2.4,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,globals@11.12.0,MIT,false,,,"https://www.npmjs.com/package/globals"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,gopd@1.0.1,MIT,false,,,"https://www.npmjs.com/package/gopd"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,has-flag@3.0.0,MIT,false,,,"https://www.npmjs.com/package/has-flag"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,"has-property-descriptors@1.0.2",MIT,false,,,"https://www.npmjs.com/package/has-property-descriptors"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,has-proto@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-proto"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,has-symbols@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-symbols"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,hasown@2.0.2,MIT,false,,,"https://www.npmjs.com/package/hasown"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,"hoist-non-react-statics@3.3.2",BSD-3-Clause,false,,,"https://www.npmjs.com/package/hoist-non-react-statics"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,immer@9.0.21,MIT,false,,,"https://www.npmjs.com/package/immer"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,"is-fullwidth-code-point@3.0.0",MIT,false,,,"https://www.npmjs.com/package/is-fullwidth-code-point"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,js-base64@3.7.7,BSD-3-Clause,false,,,"https://www.npmjs.com/package/js-base64"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,js-tokens@4.0.0,MIT,false,,,"https://www.npmjs.com/package/js-tokens"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,jsesc@2.5.2,MIT,false,,,"https://www.npmjs.com/package/jsesc"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,lodash@4.17.21,MIT,false,,,"https://www.npmjs.com/package/lodash"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,loose-envify@1.4.0,MIT,false,,,"https://www.npmjs.com/package/loose-envify"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,mime@3.0.0,MIT,false,,,"https://www.npmjs.com/package/mime"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,mime-db@1.52.0,MIT,false,,,"https://www.npmjs.com/package/mime-db"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,mime-types@2.1.35,MIT,false,,,"https://www.npmjs.com/package/mime-types"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,ms@2.1.3,MIT,false,,,"https://www.npmjs.com/package/ms"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,object-assign@4.1.1,MIT,false,,,"https://www.npmjs.com/package/object-assign"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,object-inspect@1.13.2,MIT,false,,,"https://www.npmjs.com/package/object-inspect"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,picocolors@1.1.1,ISC,false,,,"https://www.npmjs.com/package/picocolors"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,picomatch@2.3.1,MIT,false,,,"https://www.npmjs.com/package/picomatch"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,"postcss-value-parser@4.2.0",MIT,false,,,"https://www.npmjs.com/package/postcss-value-parser"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,proxy-from-env@1.1.0,MIT,false,,,"https://www.npmjs.com/package/proxy-from-env"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,qs@6.13.0,BSD-3-Clause,false,,,"https://www.npmjs.com/package/qs"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,react@17.0.2,MIT,false,,,"https://www.npmjs.com/package/react"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,react-dom@17.0.2,MIT,false,,,"https://www.npmjs.com/package/react-dom"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,react-is@16.13.1,MIT,false,,,"https://www.npmjs.com/package/react-is"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,require-directory@2.1.1,MIT,false,,,"https://www.npmjs.com/package/require-directory"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,scheduler@0.20.2,MIT,false,,,"https://www.npmjs.com/package/scheduler"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,"set-function-length@1.2.2",MIT,false,,,"https://www.npmjs.com/package/set-function-length"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,shallowequal@1.1.0,MIT,false,,,"https://www.npmjs.com/package/shallowequal"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,side-channel@1.0.6,MIT,false,,,"https://www.npmjs.com/package/side-channel"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,string-width@4.2.3,MIT,false,,,"https://www.npmjs.com/package/string-width"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,strip-ansi@6.0.1,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,styled-components@5.3.11,MIT,false,,,"https://www.npmjs.com/package/styled-components"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,supports-color@5.5.0,MIT,false,,,"https://www.npmjs.com/package/supports-color"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,sweetalert2@11.4.8,MIT,false,,,"https://www.npmjs.com/package/sweetalert2"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,to-fast-properties@2.0.0,MIT,false,,,"https://www.npmjs.com/package/to-fast-properties"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,"use-sync-external-store@1.2.0",MIT,false,,,"https://www.npmjs.com/package/use-sync-external-store"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,yargs@16.2.0,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,yargs-parser@20.2.9,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
,"System Development",kintone-plugins-cn,"hide-history-redirect-view@npm",npm,zustand@4.5.4,MIT,false,,,"https://www.npmjs.com/package/zustand"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@babel/code-frame@7.23.5,MIT,false,,,"https://www.npmjs.com/package/@babel/code-frame"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@babel/generator@7.23.6,MIT,false,,,"https://www.npmjs.com/package/@babel/generator"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-annotate-as-pure@7.22.5",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-annotate-as-pure"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-environment-visitor@7.22.20",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-environment-visitor"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-function-name@7.23.0",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-function-name"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-hoist-variables@7.22.5",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-hoist-variables"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-module-imports@7.22.15",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-module-imports"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-plugin-utils@7.22.5",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-plugin-utils"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-split-export-declaration@7.22.6",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-split-export-declaration"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-string-parser@7.23.4",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-string-parser"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/helper-validator-identifier@7.22.20",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-validator-identifier"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@babel/highlight@7.23.4,MIT,false,,,"https://www.npmjs.com/package/@babel/highlight"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@babel/parser@7.23.6,MIT,false,,,"https://www.npmjs.com/package/@babel/parser"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@babel/plugin-syntax-jsx@7.23.3",MIT,false,,,"https://www.npmjs.com/package/@babel/plugin-syntax-jsx"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@babel/template@7.22.15,MIT,false,,,"https://www.npmjs.com/package/@babel/template"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@babel/traverse@7.23.7,MIT,false,,,"https://www.npmjs.com/package/@babel/traverse"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@babel/types@7.23.6,MIT,false,,,"https://www.npmjs.com/package/@babel/types"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@emotion/is-prop-valid@1.2.1",MIT,false,,,"https://www.npmjs.com/package/@emotion/is-prop-valid"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@emotion/memoize@0.8.1,MIT,false,,,"https://www.npmjs.com/package/@emotion/memoize"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@emotion/stylis@0.8.5,MIT,false,,,"https://www.npmjs.com/package/@emotion/stylis"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@emotion/unitless@0.7.5,MIT,false,,,"https://www.npmjs.com/package/@emotion/unitless"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@jridgewell/gen-mapping@0.3.3",MIT,false,,,"https://www.npmjs.com/package/@jridgewell/gen-mapping"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@jridgewell/resolve-uri@3.1.1",MIT,false,,,"https://www.npmjs.com/package/@jridgewell/resolve-uri"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@jridgewell/set-array@1.1.2",MIT,false,,,"https://www.npmjs.com/package/@jridgewell/set-array"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@jridgewell/sourcemap-codec@1.4.15",MIT,false,,,"https://www.npmjs.com/package/@jridgewell/sourcemap-codec"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@jridgewell/trace-mapping@0.3.20",MIT,false,,,"https://www.npmjs.com/package/@jridgewell/trace-mapping"
ライセンス未特定,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@kintone-plugins/free-plugin-usage-regions@1.0.4",,false,,,"https://www.npmjs.com/package/@kintone-plugins/free-plugin-usage-regions"
ライセンス未特定,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@kintone-plugins/kintone-plugin-crypto@1.0.3",,false,,,"https://www.npmjs.com/package/@kintone-plugins/kintone-plugin-crypto"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@kintone-plugins/plugin-setting-layout@1.1.0",,false,,,"https://www.npmjs.com/package/@kintone-plugins/plugin-setting-layout"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@kintone/kintone-ui-component@0.9.5",MIT,false,,,"https://www.npmjs.com/package/@kintone/kintone-ui-component"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"@kintone/rest-api-client@5.0.5",MIT,false,,,"https://www.npmjs.com/package/@kintone/rest-api-client"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@mdi/js@7.4.47,Apache-2.0,false,,,"https://www.npmjs.com/package/@mdi/js"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,@mdi/light-js@0.2.63,MIT,false,,,"https://www.npmjs.com/package/@mdi/light-js"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,ansi-regex@5.0.1,MIT,false,,,"https://www.npmjs.com/package/ansi-regex"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,ansi-styles@3.2.1,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,ansi-styles@4.3.0,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,asynckit@0.4.0,MIT,false,,,"https://www.npmjs.com/package/asynckit"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,axios@1.6.3,MIT,false,,,"https://www.npmjs.com/package/axios"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"babel-plugin-styled-components@2.1.4",MIT,false,,,"https://www.npmjs.com/package/babel-plugin-styled-components"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,call-bind@1.0.5,MIT,false,,,"https://www.npmjs.com/package/call-bind"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,camelize@1.0.1,MIT,false,,,"https://www.npmjs.com/package/camelize"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,chalk@2.4.2,MIT,false,,,"https://www.npmjs.com/package/chalk"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,cliui@7.0.4,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,color-convert@1.9.3,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,color-name@1.1.3,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,combined-stream@1.0.8,MIT,false,,,"https://www.npmjs.com/package/combined-stream"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,core-js@3.35.0,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,css-color-keywords@1.0.0,ISC,false,,,"https://www.npmjs.com/package/css-color-keywords"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,"css-to-react-native@3.2.0",MIT,false,,,"https://www.npmjs.com/package/css-to-react-native"
,"System Development",kintone-plugins-cn,"hide-view-graph-menu-option@npm",npm,debug@4.3.4,MIT,false,,,"https://www.npmjs.com/package/debug"
